id,group,hs.grad,nation,gender,age,m.status,political,n.child,income,housing,food,other,score,scr,time1,time2,time3,Pol
1227,treat,no,North America,female,53,married,Conservative,1,149239.6758,0.99,0.01,0,-0.43,1.844596583,0.57,-0.67,0.96,3.224035323
1228,treat,no,North America,male,23,never,Conservative,0,4000,0.41,0.11,0.48,-0.37,0.763834557,0.14,-0.22,0.26,4.526161078
1229,treat,yes,Asia,male,61,divorced,Liberal,1,0,0.05,0.45,0.5,0.49,0.930349322,0.7,2.62,2.01,2.433887103
1230,treat,yes,Asia,male,41,married,New_Democrat,0,60568.11103,0.94,0.06,0,-0.05,1.176436284,0.1,0.75,0.73,2.573360846
1231,control,no,North America,female,33,married,New_Democrat,2,158807.3807,0.27,0.39,0.34,-0.57,1.43422648,0.03,2,2.98,0.963089108
1232,treat,yes,Asia,male,62,never,Conservative,1,22000,0.83,0.04,0.13,0.16,0.808345361,1,0.69,1.19,3.326223201
1233,control,yes,North America,male,36,married,Liberal,3,21797.48355,0.36,0.13,0.51,0.4,0.251699976,1,0.1,2.35,0.13338598
1234,treat,yes,Asia,female,40,married,New_Democrat,0,128371.1877,0.07,0.66,0.27,-0.08,1.439322901,0.78,0.38,0.93,2.15484966
1235,treat,no,Asia,female,37,married,Conservative,0,19970.6938,0.09,0.85,0.06,-1.83,0.228094278,0.11,-2.1,1.84,2.888895403
1236,treat,no,Asia,male,34,married,Conservative,2,50160.13535,0.27,0.7,0.03,0.68,1.209441455,0.09,-0.6,12.17,4.101569226
1237,treat,yes,North America,male,34,married,New_Democrat,0,152174.572,0.82,0.09,0.09,0.16,1.65733692,0.13,-0.81,5.16,3.181408299
1238,control,no,North America,female,37,never,Conservative,2,105000,0.2,0.25,0.55,-1.65,0.634761662,0.85,0.11,5.46,1.04195919
1239,treat,no,Asia,male,35,never,Conservative,0,85000,0.96,0.02,0.02,-1.38,0.799632544,0.12,-0.66,0.19,3.816487787
1240,treat,yes,North America,female,30,married,New_Democrat,2,47233.72343,0.43,0.17,0.4,-0.72,2.025744174,0.96,-1.33,3.12,1.286034977
1241,control,no,Europe,female,23,married,Other,0,105419.7073,0.3,0.06,0.64,-1.4,0.747112884,0.53,-0.48,1.55,0.479187329
1242,control,no,North America,female,51,divorced,Liberal,4,26878.08294,0.8,0.19,0.01,-0.24,0.753573309,0.35,-0.11,2.33,0.194972943
1243,treat,no,North America,female,38,married,Liberal,1,76052.89352,0.85,0.07,0.08,1.01,1.565578419,0.43,2,0.7,2.068054663
1244,treat,no,Asia,female,47,married,Conservative,0,71598.37416,0.47,0.4,0.13,0.6,1.009872886,0.29,1.7,0.88,3.451889755
1245,treat,yes,North America,female,23,never,Liberal,2,79000,0.13,0.2,0.67,0.45,1.225237073,0.08,-2.92,1.2,0.459604804
1246,treat,no,North America,male,31,divorced,Other,0,118683.409,0.13,0.1,0.77,0.58,2.13097997,0.33,3.31,0.45,3.469216712
1247,treat,no,North America,male,51,divorced,New_Democrat,1,127144.9962,0.57,0.1,0.33,-0.29,1.624657161,0.29,2.27,1.22,3.95604674
1248,treat,yes,North America,female,65,married,New_Democrat,2,130888.5828,0.02,0.25,0.73,-0.19,1.676784367,0.26,-3.61,2.76,2.430977598
1249,control,yes,North America,female,34,never,New_Democrat,1,121000,0.15,0.64,0.21,0.25,0.4342964,0.98,3.21,1.26,0.445991016
1250,control,yes,Europe,female,58,widowed,Conservative,0,85701.86237,0.76,0.19,0.05,1.43,1.045821133,0.23,-0.69,3.33,0.401756871
1251,treat,no,Southern,male,52,married,Conservative,1,133076.6318,0.7,0.14,0.16,0.33,1.287789983,0.87,2,5.26,5.066337931
1252,treat,yes,Asia,female,36,married,New_Democrat,0,26374.14052,0.72,0.14,0.14,-0.63,0.38695625,0.61,2.75,1.76,1.825973365
1253,treat,no,North America,male,37,married,New_Democrat,1,32707.46506,0.39,0.33,0.28,0.05,1.194041624,0.01,0.31,2.19,3.64754638
1254,treat,no,Asia,female,27,married,Conservative,1,116085.1269,0.43,0.46,0.11,-1.2,1.284416708,0.56,-1.49,1.24,3.087312151
1255,control,no,North America,female,46,married,Other,1,137506.133,0.38,0.31,0.31,1.28,1.640224415,0.01,1.33,1.63,0.456240389
1256,treat,no,North America,female,54,divorced,New_Democrat,0,74874.15012,0.12,0.22,0.66,1.21,0.855646142,0.97,3.61,2.34,3.155502786
1257,control,no,North America,female,26,divorced,Liberal,1,46359.99506,0.31,0.56,0.13,-0.36,0.880576968,0.77,-1.6,1.58,-0.235565348
1258,control,yes,Asia,male,54,divorced,Conservative,1,32411.50866,0.08,0.55,0.37,0.51,1.448066151,0.96,1.06,4.4,1.303996179
1259,control,no,Asia,female,40,never,Other,2,17000,0.6,0.23,0.17,-0.44,0.194731419,0.81,-2.38,0.91,0.505579302
1260,control,no,Europe,female,36,married,Conservative,2,114704.9029,0.19,0.44,0.37,0.37,1.410292683,0,-0.08,1.63,1.325514337
1261,treat,yes,Asia,male,18,divorced,Other,1,9846.789496,0.76,0.17,0.07,1.22,1.192318612,0.2,4.46,1.47,2.712381437
1262,treat,no,Southern,male,20,married,Liberal,2,146018.3157,0.15,0.66,0.19,-1.16,0.332780376,0.74,0.53,5.67,4.006760109
1263,treat,no,Asia,male,27,never,Liberal,0,128000,0.63,0.3,0.07,-1.09,1.188863381,0.35,-0.98,2.38,3.370989539
1264,treat,no,North America,female,45,never,Conservative,1,20000,0.78,0.02,0.2,-0.56,0.634525958,0.36,-1.64,0.92,3.374270186
1265,control,no,North America,female,44,married,New_Democrat,1,106418.3594,0.2,0.62,0.18,0.05,1.233166156,0.45,1.3,3.61,1.153395072
1266,treat,yes,Asia,female,54,married,New_Democrat,1,138549.3335,0.85,0.14,0.01,1.92,1.822471872,0.08,1.48,3.42,2.572668845
1267,control,no,Europe,female,51,divorced,Conservative,3,116563.5104,0.69,0.14,0.17,-0.73,0.952456379,0.96,4.06,1.4,1.386373573
1268,control,no,North America,female,51,divorced,Liberal,1,16715.56498,0.59,0.02,0.39,0.89,0.506450486,0.01,2.7,1.03,0.537597544
1269,treat,no,Asia,male,60,divorced,Conservative,0,74954.79587,0.02,0.58,0.4,-0.53,1.780987626,0.01,3.57,0.44,4.092097464
1270,treat,yes,North America,male,52,married,New_Democrat,1,146255.0356,0.53,0.15,0.32,-0.76,2.161192426,0.52,-2.8,1.03,3.214734243
1271,treat,yes,North America,female,62,married,Other,0,62937.02613,0.21,0.57,0.22,0.37,1.34413793,0.36,-0.47,2.02,1.540583583
1272,control,no,North America,male,35,divorced,Liberal,2,17630.97135,0.79,0.14,0.07,0.97,0.570278534,0.33,1.35,1.15,1.561948198
1273,treat,yes,Europe,male,28,divorced,New_Democrat,2,17087.96109,0.12,0.32,0.56,1.47,1.007522992,0,-0.73,0.25,3.096732804
1274,control,no,North America,female,39,married,Conservative,0,28842.9854,0,0.36,0.64,-1.65,-0.364492155,0.34,-0.35,2.95,0.898524792
1275,treat,no,North America,female,64,widowed,Conservative,2,144275.7814,0.45,0.49,0.06,2.43,1.516900741,0.86,-0.63,2.67,3.746391459
1276,treat,no,Southern,male,26,married,Liberal,2,110971.8493,0.44,0.06,0.5,-0.52,2.190806065,0.31,-2.19,1.38,3.215178393
1277,treat,no,Asia,male,49,married,Conservative,1,33686.41031,0.72,0.27,0.01,2.13,0.744298713,0.55,-0.91,2.17,4.854834366
1278,treat,no,Asia,male,29,never,Conservative,0,115000,0.57,0.25,0.18,-0.58,0.897824262,0.03,3.7,1.59,4.465466819
1279,treat,no,Europe,male,56,divorced,Liberal,1,57371.29346,0.85,0.06,0.09,-1.24,-0.17748553,0.9,2.76,8.31,3.391265277
1280,treat,yes,Asia,female,58,widowed,Liberal,2,6995.21709,0.81,0.15,0.04,-1.43,0.63783592,0.1,-1.38,11.66,0.518931237
1281,control,yes,Asia,female,45,never,Conservative,1,89000,0.71,0.13,0.16,-0.13,0.189126112,0.21,4.03,3.85,-0.470731052
1282,treat,yes,North America,female,39,divorced,Liberal,2,58581.67605,0.08,0.59,0.33,-2.18,0.084775188,0.11,-1.87,6.05,0.590526776
1283,control,yes,Asia,male,49,divorced,Conservative,1,54499.73447,0.18,0.21,0.61,-1.17,0.61006743,0.81,-0.9,3.02,1.143666508
1284,treat,no,North America,male,54,widowed,Conservative,0,24420.86294,0.76,0.08,0.16,-1.89,0.668880912,0.17,0.1,1.43,4.023270437
1285,treat,no,Europe,male,54,never,Conservative,1,83000,0.77,0.21,0.02,0.86,1.42384408,0.99,-0.77,1.3,3.959198341
1286,treat,yes,North America,female,44,never,Liberal,3,2000,1,0,0,0.79,0.861660531,0.98,-3.11,1.11,0.794563192
1287,control,yes,North America,female,36,married,Liberal,1,82821.40727,0.03,0.36,0.61,-1.36,1.066051747,0.64,-0.52,2.71,-1.491318533
1288,control,no,North America,female,59,never,New_Democrat,1,103000,0.3,0.3,0.4,-0.76,1.304238569,0.12,-1.18,0.99,1.362901797
1289,treat,yes,North America,male,29,married,Conservative,2,21313.07361,0.74,0.17,0.09,-0.39,0.680514725,0.12,0.97,0.69,3.353241347
1290,control,yes,Europe,female,31,never,Other,1,103000,0.54,0.23,0.23,-1.54,1.691901004,0.86,-0.8,1.81,-0.930176709
1291,treat,yes,Europe,female,51,never,New_Democrat,0,77000,0.3,0.04,0.66,-1.02,1.076077603,0.94,2.22,3.97,2.15677538
1292,control,no,Asia,female,21,never,Conservative,3,8000,0.42,0.49,0.09,0.43,0.754851789,0.71,-0.27,6.03,1.108616006
1293,treat,yes,North America,female,54,married,Other,1,117016.8982,0.3,0.4,0.3,0.21,1.117826159,0.19,-2.89,1.22,1.379737546
1294,treat,no,Europe,male,30,widowed,Liberal,2,21224.24027,0.46,0.38,0.16,-0.96,0.920752382,0.01,1.9,0.61,2.675113711
1295,treat,yes,North America,male,54,divorced,Liberal,2,9406.160186,0.08,0.15,0.77,1.64,0.439818634,0.97,-0.76,1.04,2.409569494
1296,control,no,North America,male,61,married,New_Democrat,1,81256.00814,0.77,0.08,0.15,1.04,1.192911943,0.82,5.77,6.44,2.480675569
1297,treat,yes,Asia,female,49,married,Conservative,2,105750.0557,0.25,0.02,0.73,-0.19,0.896779824,0.4,-2.5,2.61,2.262945578
1298,treat,no,North America,male,65,divorced,New_Democrat,4,62262.49723,0.3,0.66,0.04,-0.13,0.900338767,0.37,0.08,0.47,3.927788492
1299,treat,no,Asia,male,35,divorced,Liberal,0,88152.18911,0.97,0.01,0.02,0.44,0.583159676,0.41,5.04,4.64,3.157970852
1300,treat,yes,Europe,male,58,married,New_Democrat,1,31144.39661,0.5,0.28,0.22,-1.6,1.07222568,0.08,-2.41,4.48,2.781289855
1301,control,no,Asia,female,25,married,Other,0,104278.6083,0.83,0.08,0.09,0.54,1.799761123,0.45,1.05,1.37,0.328230466
1302,control,no,North America,female,41,divorced,Liberal,1,114611.147,0.29,0.06,0.65,0.93,1.691907299,0.91,0.79,2.74,0.663130885
1303,control,yes,North America,male,42,divorced,Liberal,1,10655.51787,0.79,0.07,0.14,-0.36,-0.075509281,0.94,1.58,1.15,0.130453145
1304,control,yes,North America,male,53,never,Conservative,2,73000,0.1,0.31,0.59,-0.56,0.677447566,0.06,2.57,1.21,1.110736046
1305,control,no,North America,female,51,never,Liberal,0,106000,0.76,0.07,0.17,0.06,2.376422347,0.02,-1.27,0.71,0.044871752
1306,treat,yes,North America,female,25,married,Liberal,1,75911.83275,0.28,0.07,0.65,-0.53,0.192126455,0.21,0.99,4.43,0.739667114
1307,treat,yes,North America,male,18,divorced,Conservative,0,34050.03722,0.16,0.52,0.32,1.09,1.061360098,0.65,-0.31,3,2.728737658
1308,control,yes,North America,male,57,married,New_Democrat,3,56172.23135,0.17,0.13,0.7,-0.56,0.239332858,0.34,-0.91,1.8,1.63192862
1309,control,yes,Asia,male,56,divorced,Conservative,1,0,0.71,0.09,0.2,-1.62,-0.294517085,0,0.87,1.91,0.394126639
1310,treat,no,North America,male,46,married,Conservative,3,53239.14525,0.2,0.75,0.05,-0.85,0.87789192,0.76,1.78,0.91,3.511843479
1311,treat,no,Asia,female,48,married,Conservative,0,69547.71324,0.22,0.37,0.41,-0.16,1.353383588,0.1,1.56,5.58,3.015091933
1312,control,yes,Asia,male,48,married,New_Democrat,0,109805.6085,0.94,0.04,0.02,0.44,1.392329175,0.08,0.14,0.16,2.102231895
1313,control,no,North America,female,43,never,Conservative,4,71000,0.67,0.21,0.12,-0.64,0.61626635,0.49,-0.64,0.54,1.015674996
1314,control,yes,Europe,male,59,widowed,Conservative,3,94409.72657,0.14,0.83,0.03,1.62,1.961583451,0.28,-0.24,0.28,1.024185293
1315,control,yes,Asia,female,26,married,Conservative,0,25136.60838,0.25,0.13,0.62,0.24,0.285696982,0.44,0.5,3.69,0.259265202
1316,control,yes,Asia,female,32,married,Conservative,1,63319.06535,0.11,0.81,0.08,-1.17,0.358770485,0.62,0.43,1.18,-0.015004633
1317,treat,no,North America,female,56,married,Conservative,0,37360.57621,0.02,0.9,0.08,-0.76,0.620155794,0.08,0.09,1.25,2.997657123
1318,control,no,Europe,female,56,married,New_Democrat,2,40061.42418,0.6,0.36,0.04,0.61,1.339746379,0.98,-1.16,1.55,1.154948444
1319,treat,no,North America,female,49,married,New_Democrat,1,156389.8525,0.95,0,0.05,-0.02,1.457952277,0.73,-0.06,2.46,3.416383288
1320,treat,yes,Southern,female,47,married,Conservative,0,137082.3252,0.7,0.09,0.21,0.79,2.174934499,0.56,-1.18,3.05,2.663309148
1321,control,yes,North America,female,45,widowed,Other,0,69735.196,0.69,0.05,0.26,0.42,0.709262299,1,1.56,4.09,-0.842298676
1322,control,no,Europe,male,34,divorced,Other,1,37971.81321,0.68,0.18,0.14,-0.73,1.565159055,0.84,-1.58,5.23,1.213752312
1323,control,no,North America,male,58,never,Conservative,4,125000,0.6,0.11,0.29,0.11,1.615804296,0.36,2.62,0.39,2.884253163
1324,treat,yes,Asia,male,63,married,Conservative,1,56996.15663,0.58,0.12,0.3,1.93,1.127347219,0.33,1.58,2.14,3.463641816
1325,treat,yes,North America,male,65,divorced,Conservative,0,73424.54399,0.26,0.11,0.63,-0.73,1.349812752,0.04,4.77,2,3.645182381
1326,control,no,North America,male,20,married,New_Democrat,1,57565.02195,0.45,0.15,0.4,-0.57,-0.21108317,0.05,-5.14,0.06,1.729018625
1327,control,no,Asia,male,32,never,Other,2,23000,0.97,0.02,0.01,-1.03,0.714432291,0.41,0.47,2.1,1.36026168
1328,control,no,North America,female,53,widowed,Conservative,1,15780.01379,0.25,0.74,0.01,0.51,1.561392017,0.55,2.99,0.71,1.504934792
1329,control,no,North America,female,18,married,Conservative,1,16721.61032,0.54,0.19,0.27,0.86,1.203729564,0.07,-1.29,1.73,1.118198165
1330,control,no,Asia,male,27,divorced,New_Democrat,2,17404.35334,0.26,0.47,0.27,0.48,0.868696379,0.06,0.97,0.68,2.085500004
1331,treat,yes,North America,female,50,divorced,Conservative,0,60772.12025,1,0,0,-0.22,1.565275408,0.26,-1.2,5.62,2.084356641
1332,treat,yes,Southern,male,35,married,Liberal,2,110862.6726,0.74,0.26,0,1.01,2.338980735,0.84,3.51,1.33,1.180369194
1333,treat,no,North America,female,43,never,Conservative,0,142000,0.81,0.14,0.05,-0.5,1.438371637,0.48,0.94,0.94,2.909462481
1334,treat,no,North America,male,34,married,Liberal,0,66137.97982,0.69,0.09,0.22,1.25,1.260604346,0.01,-2.49,0.69,3.449150873
1335,treat,no,North America,female,50,never,Liberal,3,117000,0.77,0.06,0.17,-0.68,1.127142118,0.95,2.09,2.35,1.879933025
1336,control,yes,North America,female,26,never,Conservative,0,23000,1,0,0,-0.01,0.83246834,0.79,2.46,1.29,-0.248722411
1337,treat,no,North America,female,63,divorced,Conservative,1,0,0.75,0.19,0.06,-1.1,-0.46315669,0.35,2.04,1.2,3.065166683
1338,control,no,Europe,female,65,never,Liberal,2,48000,0.57,0.17,0.26,1.12,1.360087622,0.87,-0.28,2.85,0.313874011
1339,control,yes,North America,female,22,divorced,New_Democrat,2,114554.061,0.25,0.2,0.55,0.72,1.860205306,0,1.05,4.87,0.339037696
1340,treat,no,North America,male,35,never,Other,2,112000,0.35,0.44,0.21,-0.12,0.893786267,0.7,1.56,0.84,3.841487552
1341,treat,yes,Asia,male,48,married,Liberal,4,158468.8781,0.71,0,0.29,-1.1,0.949276092,0.07,-2.37,5.05,1.656925921
1342,treat,no,Europe,male,63,divorced,Conservative,3,19450.3899,0.31,0.67,0.02,-0.17,1.222597007,0.85,-0.46,1.36,4.576390429
1343,treat,yes,Europe,male,30,widowed,Conservative,0,13791.83593,0.91,0,0.09,0.15,1.315150628,0.9,2.05,1.66,3.010610196
1344,treat,no,Europe,female,48,never,Other,1,144000,0.77,0.04,0.19,1.86,2.566260369,0.53,-1.31,0.72,2.598129123
1345,control,no,Europe,female,21,divorced,Liberal,2,11289.80594,0.28,0.15,0.57,-0.64,1.072897574,0.26,0.35,1.1,-0.265250636
1346,treat,no,Asia,male,40,divorced,New_Democrat,1,85736.09535,0.51,0.01,0.48,-0.56,0.861597709,0.59,-4.28,0.71,4.086274904
1347,control,yes,Europe,female,36,never,Conservative,2,78000,0.94,0.01,0.05,0.8,1.905774623,0.44,0.55,9.92,-0.220355998
1348,treat,no,Asia,male,39,divorced,Conservative,1,52173.04052,0.12,0.08,0.8,-0.14,1.44169556,0.89,2.57,1.55,4.428098311
1349,control,yes,Europe,female,50,married,Liberal,2,86537.34223,0.38,0.49,0.13,1.48,1.143151829,0.18,0.89,3.12,-0.36981283
1350,control,no,North America,female,62,divorced,Conservative,3,0,1,0,0,0.12,0.582493706,0.04,1.03,0.85,1.534097989
1351,treat,yes,Southern,female,22,divorced,Other,1,68635.56698,0.57,0.28,0.15,0.45,0.732073282,0.06,0.12,0.74,1.083462571
1352,control,yes,Europe,male,26,divorced,Conservative,1,27769.60278,0.25,0.44,0.31,0.77,-0.277469434,0.74,2.26,1.38,1.12538138
1353,control,yes,North America,female,33,divorced,Conservative,2,6027.895984,0.22,0.2,0.58,0.45,0.030467899,0.17,0.57,0.36,0.214390685
1354,treat,no,North America,female,64,never,Liberal,3,42000,0.5,0.5,0,1.19,0.88326021,0.11,1.2,1.98,2.266948801
1355,treat,yes,North America,male,35,divorced,Liberal,2,133694.9672,0.75,0.15,0.1,0.23,1.086924623,0.99,1.71,2.35,2.878575526
1356,treat,yes,Europe,male,36,married,Liberal,6,164920.5945,0.25,0.34,0.41,-1.44,1.222987485,0.6,1.43,1.2,1.636743243
1357,treat,no,Asia,female,36,divorced,New_Democrat,2,85156.20182,0.63,0.31,0.06,1.77,1.925642633,0.66,4.26,5.96,3.303296163
1358,control,yes,North America,male,46,never,Conservative,3,115000,0.96,0.02,0.02,-1.73,0.606035349,0.12,-1.74,0.68,0.684114309
1359,control,yes,Europe,male,51,never,Other,1,34000,0.2,0.11,0.69,-0.13,-0.107084291,0.9,4.02,3.49,0.116894783
1360,treat,no,Asia,male,18,never,Liberal,1,0,0.87,0.06,0.07,-1.95,-0.045358829,0.65,1.46,0.99,2.929124889
1361,treat,yes,North America,male,20,divorced,Conservative,0,114370.3396,0.96,0.04,0,-0.33,1.662177284,0.86,-1.47,5.08,3.274812053
1362,control,no,Asia,male,40,divorced,Liberal,1,105750.8328,0.54,0.09,0.37,1.07,0.49122128,0.06,-0.63,1.31,0.850878877
1363,treat,yes,Europe,female,34,never,New_Democrat,0,95000,0.03,0.1,0.87,-0.17,1.268659652,0.69,1.31,4.08,1.776161149
1364,control,yes,Asia,female,61,divorced,New_Democrat,4,48545.60491,0.86,0.11,0.03,0.29,1.158540995,0.53,2.14,1.09,0.253572464
1365,treat,no,Europe,male,35,never,Other,1,130000,0.74,0.2,0.06,0,1.939548701,0.5,-1.25,3.53,3.760264593
1366,treat,yes,Europe,male,19,married,New_Democrat,0,120190.6832,0.73,0.25,0.02,-0.1,1.561602681,0.9,-0.16,2.25,3.322942695
1367,control,yes,Europe,male,63,never,Conservative,2,0,0.61,0.28,0.11,-1.37,0.143112624,0.33,1.04,2.24,1.276632481
1368,control,no,North America,female,47,married,Conservative,4,36083.01661,0.47,0.3,0.23,1.59,0.745388697,0.55,1.16,1.15,1.398807753
1369,control,no,Asia,female,21,never,Other,1,116000,0.94,0.02,0.04,-1.56,1.116878433,0.1,-4.08,4.34,0.286378338
1370,control,no,Asia,female,31,divorced,Conservative,0,77339.89176,0.12,0.5,0.38,0.43,0.959765265,0.96,-1.23,1.35,1.217254483
1371,treat,yes,Europe,male,46,married,New_Democrat,3,30925.13298,0.73,0.04,0.23,0.75,0.987168548,0.43,4.69,2,3.282484883
1372,control,yes,Europe,female,21,never,Conservative,1,140000,0,0.66,0.34,0.87,2.830742934,0.07,-1.41,0.65,0.074350416
1373,treat,yes,Asia,female,53,married,New_Democrat,1,123329.9346,0.61,0.32,0.07,2.65,2.042932943,0.7,-0.98,1.56,3.20833446
1374,control,no,North America,male,37,married,Liberal,1,72936.53758,0.47,0.29,0.24,0.66,1.91503313,0.63,-0.15,2.99,1.000115729
1375,control,no,North America,male,33,divorced,Liberal,1,135511.2632,0.64,0.3,0.06,-1.31,0.63794012,0.08,2.21,1.34,1.059127732
1376,treat,yes,Asia,male,25,married,New_Democrat,2,82662.72513,0.64,0.18,0.18,-1.37,1.247639604,0.59,-1.97,0.87,2.562316186
1377,treat,yes,North America,female,61,divorced,Liberal,0,0,0.43,0.17,0.4,0.06,0.708692804,0,-0.23,1.29,0.999725729
1378,treat,no,North America,female,35,never,Liberal,3,37000,0.27,0.36,0.37,-0.15,1.236331321,0.45,-1.41,4.29,2.094277688
1379,control,no,Asia,female,61,married,New_Democrat,0,21218.90994,0.05,0.78,0.17,1.62,0.158698129,0.37,-1.08,1.11,1.389684941
1380,treat,no,Asia,male,43,married,Liberal,1,67378.17065,0.31,0.54,0.15,-1.59,0.990088895,0.11,4.63,0.32,2.696563796
1381,treat,yes,North America,female,45,divorced,Liberal,1,19921.79892,0.84,0.15,0.01,-0.42,0.583143275,0,-0.13,1.88,1.417464896
1382,treat,no,Asia,female,56,married,Liberal,2,75237.42125,0.91,0.08,0.01,0.86,1.591231705,0.64,-0.01,2.64,1.320212414
1383,treat,no,North America,male,55,married,Liberal,0,114436.308,0.84,0.07,0.09,0.34,1.915961591,0.58,1.65,2.01,3.083656105
1384,treat,no,North America,female,42,never,New_Democrat,3,127000,0.64,0.16,0.2,-0.68,1.291043001,0.15,-0.35,0.74,3.187339438
1385,treat,yes,North America,female,30,divorced,Other,1,54510.33728,0.46,0.53,0.01,-0.06,1.066121091,0.47,1.85,0.74,1.176969096
1386,control,no,North America,male,55,married,Conservative,1,62991.19415,0.74,0.11,0.15,-0.07,0.813605746,0.99,0.77,5.48,2.652607012
1387,control,yes,Asia,male,23,widowed,New_Democrat,0,109964.2388,0.03,0.96,0.01,-0.26,1.916157027,0.94,2.91,7.32,1.315211226
1388,treat,yes,North America,female,60,married,Conservative,1,69361.96876,0.96,0,0.04,0.22,1.203963809,0.37,0.59,1.18,2.430606015
1389,treat,no,Asia,female,47,married,Conservative,3,14001.86879,0.34,0.49,0.17,-1.45,-0.593855353,0.47,0.09,4.23,3.100800574
1390,treat,yes,Asia,male,45,never,New_Democrat,2,1000,0.67,0.06,0.27,-0.39,0.159882324,0.41,2.19,2.08,3.152323404
1391,control,no,Asia,female,51,married,Liberal,2,161564.7906,0.99,0,0.01,0.46,1.883252068,0.86,2.49,4.97,0.31288878
1392,control,no,Europe,male,57,divorced,New_Democrat,2,103065.6031,0.98,0,0.02,-1.98,0.38545732,0.16,-1,0.83,2.149754751
1393,treat,no,North America,female,33,married,Conservative,0,106823.6637,0.16,0.58,0.26,1.29,0.613879589,0.22,1.34,3.94,3.336312495
1394,control,yes,North America,female,54,married,Conservative,0,157080.8646,0.06,0.61,0.33,-0.59,1.599148099,0.26,-0.62,6.03,0.183672389
